CPTCode,CPTLongDesc
69715,"Implantation, osseointegrated implant, temporal bone, with percutaneous attachment to external speech processor/cochlear stimulator; with mastoidectomy"
69717,"Replacement (including removal of existing device), osseointegrated implant, temporal bone, with percutaneous attachment to external speech processor/cochlear stimulator; without mastoidectomy"
69718,"Replacement (including removal of existing device), osseointegrated implant, temporal bone, with percutaneous attachment to external speech processor/cochlear stimulator; with mastoidectomy"
69720,"Decompression facial nerve, intratemporal; lateral to geniculate ganglion"
69725,"Decompression facial nerve, intratemporal; including medial to geniculate ganglion"
69740,"Suture facial nerve, intratemporal, with or without graft or decompression; lateral to geniculate ganglion"
69745,"Suture facial nerve, intratemporal, with or without graft or decompression; including medial to geniculate ganglion"
69799,"Unlisted procedure, middle ear"
69801,"Labyrinthotomy, with perfusion of vestibuloactive drug(s), transcanal"
69802,"Labyrinthotomy, with perfusion of vestibuloactive drug(s); with mastoidectomy"
69805,Endolymphatic sac operation; without shunt
69806,Endolymphatic sac operation; with shunt
69820,Fenestration semicircular canal
69840,Revision fenestration operation
69905,Labyrinthectomy; transcanal
69910,Labyrinthectomy; with mastoidectomy
69915,"Vestibular nerve section, translabyrinthine approach"
69930,"Cochlear device implantation, with or without mastoidectomy"
69949,"Unlisted procedure, inner ear"
69950,"Vestibular nerve section, transcranial approach"
69955,Total facial nerve decompression and/or repair (may include graft)
69960,Decompression internal auditory canal
69965,DELETED CODE
69970,"Removal of tumor, temporal bone"
69979,"Unlisted procedure, temporal bone, middle fossa approach"
69990,"Microsurgical techniques, requiring use of operating microscope (List separately in addition to code for primary procedure)"
70002,DELETED CODE
70003,DELETED CODE
70010,"Myelography, posterior fossa, radiological supervision and interpretation"
70011,DELETED CODE
70015,"Cisternography, positive contrast, radiological supervision and interpretation"
70016,DELETED CODE
70020,DELETED CODE
70021,DELETED CODE
70022,DELETED CODE
70030,"Radiologic examination, eye, for detection of foreign body"
70040,DELETED CODE
70050,DELETED CODE
70100,"Radiologic examination, mandible; partial, less than 4 views"
7010F,Patient information entered into a recall system that includes: target date for the next exam specified and a process to follow up with patients regarding missed or unscheduled appointments (ML)
70110,"Radiologic examination, mandible; complete, minimum of 4 views"
70120,"Radiologic examination, mastoids; less than 3 views per side"
70130,"Radiologic examination, mastoids; complete, minimum of 3 views per side"
70134,"Radiologic examination, internal auditory meati, complete"
70140,"Radiologic examination, facial bones; less than 3 views"
70150,"Radiologic examination, facial bones; complete, minimum of 3 views"
70160,"Radiologic examination, nasal bones, complete, minimum of 3 views"
70170,"Dacryocystography, nasolacrimal duct, radiological supervision and interpretation"
70171,DELETED CODE
70190,Radiologic examination; optic foramina
70200,"Radiologic examination; orbits, complete, minimum of 4 views"
7020F,"Mammogram assessment category (eg, Mammography Quality Standards Act [MQSA], Breast Imaging Reporting and Data System [BI-RADS], or FDA approved equivalent categories) entered into an internal database to allow for analysis of abnormal interpretation (recall) rate (RAD)"
70210,"Radiologic examination, sinuses, paranasal, less than 3 views"
70220,"Radiologic examination, sinuses, paranasal, complete, minimum of 3 views"
70230,DELETED CODE
70231,DELETED CODE
70240,"Radiologic examination, sella turcica"
70250,"Radiologic examination, skull; less than 4 views"
7025F,Patient information entered into a reminder system with a target due date for the next mammogram (RAD)
70260,"Radiologic examination, skull; complete, minimum of 4 views"
70300,"Radiologic examination, teeth; single view"
70310,"Radiologic examination, teeth; partial examination, less than full mouth"
70320,"Radiologic examination, teeth; complete, full mouth"
70328,"Radiologic examination, temporomandibular joint, open and closed mouth; unilateral"
70330,"Radiologic examination, temporomandibular joint, open and closed mouth; bilateral"
70332,"Temporomandibular joint arthrography, radiological supervision and interpretation"
70333,DELETED CODE
70336,"Magnetic resonance (eg, proton) imaging, temporomandibular joint(s)"
70350,"Cephalogram, orthodontic"
70355,"Orthopantogram (eg, panoramic x-ray)"
70360,"Radiologic examination; neck, soft tissue"
70370,"Radiologic examination; pharynx or larynx, including fluoroscopy and/or magnification technique"
70371,Complex dynamic pharyngeal and speech evaluation by cine or video recording
70373,"Laryngography, contrast, radiological supervision and interpretation"
70374,DELETED CODE
70380,"Radiologic examination, salivary gland for calculus"
70390,"Sialography, radiological supervision and interpretation"
70391,DELETED CODE
70400,DELETED CODE
70401,DELETED CODE
70450,"Computed tomography, head or brain; without contrast material"
70460,"Computed tomography, head or brain; with contrast material(s)"
70470,"Computed tomography, head or brain; without contrast material, followed by contrast material(s) and further sections"
70480,"Computed tomography, orbit, sella, or posterior fossa or outer, middle, or inner ear; without contrast material"
70481,"Computed tomography, orbit, sella, or posterior fossa or outer, middle, or inner ear; with contrast material(s)"
70482,"Computed tomography, orbit, sella, or posterior fossa or outer, middle, or inner ear; without contrast material, followed by contrast material(s) and further sections"
70486,"Computed tomography, maxillofacial area; without contrast material"
70487,"Computed tomography, maxillofacial area; with contrast material(s)"
70488,"Computed tomography, maxillofacial area; without contrast material, followed by contrast material(s) and further sections"
70490,"Computed tomography, soft tissue neck; without contrast material"
70491,"Computed tomography, soft tissue neck; with contrast material(s)"
70492,"Computed tomography, soft tissue neck; without contrast material followed by contrast material(s) and further sections"
70496,"Computed tomographic angiography, head, with contrast material(s), including noncontrast images, if performed, and image postprocessing"
70498,"Computed tomographic angiography, neck, with contrast material(s), including noncontrast images, if performed, and image postprocessing"
70540,"Magnetic resonance (eg, proton) imaging, orbit, face, and/or neck; without contrast material(s)"
70541,MRI ANGIO HEAD/NECK W/WO CONTRAST
70542,"Magnetic resonance (eg, proton) imaging, orbit, face, and/or neck; with contrast material(s)"
70543,"Magnetic resonance (eg, proton) imaging, orbit, face, and/or neck; without contrast material(s), followed by contrast material(s) and further sequences"
70544,"Magnetic resonance angiography, head; without contrast material(s)"
70545,"Magnetic resonance angiography, head; with contrast material(s)"
70546,"Magnetic resonance angiography, head; without contrast material(s), followed by contrast material(s) and further sequences"
70547,"Magnetic resonance angiography, neck; without contrast material(s)"
70548,"Magnetic resonance angiography, neck; with contrast material(s)"
70549,"Magnetic resonance angiography, neck; without contrast material(s), followed by contrast material(s) and further sequences"
70550,DELETED CODE
70551,"Magnetic resonance (eg, proton) imaging, brain (including brain stem); without contrast material"
70552,"Magnetic resonance (eg, proton) imaging, brain (including brain stem); with contrast material(s)"
70553,"Magnetic resonance (eg, proton) imaging, brain (including brain stem); without contrast material, followed by contrast material(s) and further sequences"
70554,"Magnetic resonance imaging, brain, functional MRI; including test selection and administration of repetitive body part movement and/or visual stimulation, not requiring physician or psychologist administration"
70555,"Magnetic resonance imaging, brain, functional MRI; requiring physician or psychologist administration of entire neurofunctional testing"
70557,"Magnetic resonance (eg, proton) imaging, brain (including brain stem and skull base), during open intracranial procedure (eg, to assess for residual tumor or residual vascular malformation); without contrast material"
70558,"Magnetic resonance (eg, proton) imaging, brain (including brain stem and skull base), during open intracranial procedure (eg, to assess for residual tumor or residual vascular malformation); with contrast material(s)"
70559,"Magnetic resonance (eg, proton) imaging, brain (including brain stem and skull base), during open intracranial procedure (eg, to assess for residual tumor or residual vascular malformation); without contrast material(s), followed by contrast material(s) and further sequences"
71000,DELETED CODE
71010,"Radiologic examination, chest; single view, frontal"
71015,"Radiologic examination, chest; stereo, frontal"
71020,"Radiologic examination, chest, 2 views, frontal and lateral"
71021,"Radiologic examination, chest, 2 views, frontal and lateral; with apical lordotic procedure"
71022,"Radiologic examination, chest, 2 views, frontal and lateral; with oblique projections"
71023,"Radiologic examination, chest, 2 views, frontal and lateral; with fluoroscopy"
71030,"Radiologic examination, chest, complete, minimum of 4 views"
71034,"Radiologic examination, chest, complete, minimum of 4 views; with fluoroscopy"
71035,"Radiologic examination, chest, special views (eg, lateral decubitus, Bucky studies)"
71036,NEEDLE BX INTRATHORACIC LES-S & I
71037,DELETED CODE
71038,DELETED CODE
71040,"Bronchography, unilateral, radiological supervision and interpretation"
71041,DELETED CODE
71045,"Radiologic examination, chest; single view"
71046,"Radiologic examination, chest; 2 views"
71047,"Radiologic examination, chest; 3 views"
71048,"Radiologic examination, chest; 4 or more views"
71060,"Bronchography, bilateral, radiological supervision and interpretation"
71061,DELETED CODE
71090,"Insertion pacemaker, fluoroscopy and radiography, radiological supervision and interpretation"
71100,"Radiologic examination, ribs, unilateral; 2 views"
71101,"Radiologic examination, ribs, unilateral; including posteroanterior chest, minimum of 3 views"
71110,"Radiologic examination, ribs, bilateral; 3 views"
71111,"Radiologic examination, ribs, bilateral; including posteroanterior chest, minimum of 4 views"
71120,"Radiologic examination; sternum, minimum of 2 views"
71130,"Radiologic examination; sternoclavicular joint or joints, minimum of 3 views"
71250,"Computed tomography, thorax; without contrast material"
71260,"Computed tomography, thorax; with contrast material(s)"
71270,"Computed tomography, thorax; without contrast material, followed by contrast material(s) and further sections"
71275,"Computed tomographic angiography, chest (noncoronary), with contrast material(s), including noncontrast images, if performed, and image postprocessing"
71550,"Magnetic resonance (eg, proton) imaging, chest (eg, for evaluation of hilar and mediastinal lymphadenopathy); without contrast material(s)"
71551,"Magnetic resonance (eg, proton) imaging, chest (eg, for evaluation of hilar and mediastinal lymphadenopathy); with contrast material(s)"
71552,"Magnetic resonance (eg, proton) imaging, chest (eg, for evaluation of hilar and mediastinal lymphadenopathy); without contrast material(s), followed by contrast material(s) and further sequences"
71555,"Magnetic resonance angiography, chest (excluding myocardium), with or without contrast material(s)"
72010,"Radiologic examination, spine, entire, survey study, anteroposterior and lateral"
72020,"Radiologic examination, spine, single view, specify level"
72040,"Radiologic examination, spine, cervical; 2 or 3 views"
72050,"Radiologic examination, spine, cervical; 4 or 5 views"
72052,"Radiologic examination, spine, cervical; 6 or more views"
72069,"Radiologic examination, spine, thoracolumbar, standing (scoliosis)"
72070,"Radiologic examination, spine; thoracic, 2 views"
72072,"Radiologic examination, spine; thoracic, 3 views"
72074,"Radiologic examination, spine; thoracic, minimum of 4 views"
72080,"Radiologic examination, spine; thoracolumbar junction, minimum of 2 views"
72081,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); one view"
72082,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); 2 or 3 views"
72083,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); 4 or 5 views"
72084,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); minimum of 6 views"
72090,"Radiologic examination, spine; scoliosis study, including supine and erect studies"
72100,"Radiologic examination, spine, lumbosacral; 2 or 3 views"
72110,"Radiologic examination, spine, lumbosacral; minimum of 4 views"
72114,"Radiologic examination, spine, lumbosacral; complete, including bending views, minimum of 6 views"
72120,"Radiologic examination, spine, lumbosacral; bending views only, 2 or 3 views"
72125,"Computed tomography, cervical spine; without contrast material"
72126,"Computed tomography, cervical spine; with contrast material"
72127,"Computed tomography, cervical spine; without contrast material, followed by contrast material(s) and further sections"
72128,"Computed tomography, thoracic spine; without contrast material"
72129,"Computed tomography, thoracic spine; with contrast material"
72130,"Computed tomography, thoracic spine; without contrast material, followed by contrast material(s) and further sections"
72131,"Computed tomography, lumbar spine; without contrast material"
72132,"Computed tomography, lumbar spine; with contrast material"
72133,"Computed tomography, lumbar spine; without contrast material, followed by contrast material(s) and further sections"
72140,DELETED CODE
72141,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, cervical; without contrast material"
72142,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, cervical; with contrast material(s)"
72143,DELETED CODE
72144,DELETED CODE
72145,DELETED CODE
72146,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, thoracic; without contrast material"
72147,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, thoracic; with contrast material(s)"
72148,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, lumbar; without contrast material"
72149,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, lumbar; with contrast material(s)"
72156,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, without contrast material, followed by contrast material(s) and further sequences; cervical"
72157,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, without contrast material, followed by contrast material(s) and further sequences; thoracic"
72158,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, without contrast material, followed by contrast material(s) and further sequences; lumbar"
72159,"Magnetic resonance angiography, spinal canal and contents, with or without contrast material(s)"
72170,"Radiologic examination, pelvis; 1 or 2 views"
72180,DELETED CODE
72190,"Radiologic examination, pelvis; complete, minimum of 3 views"
72191,"Computed tomographic angiography, pelvis, with contrast material(s), including noncontrast images, if performed, and image postprocessing"
72192,"Computed tomography, pelvis; without contrast material"
72193,"Computed tomography, pelvis; with contrast material(s)"
72194,"Computed tomography, pelvis; without contrast material, followed by contrast material(s) and further sections"
72195,"Magnetic resonance (eg, proton) imaging, pelvis; without contrast material(s)"
72196,"Magnetic resonance (eg, proton) imaging, pelvis; with contrast material(s)"
72197,"Magnetic resonance (eg, proton) imaging, pelvis; without contrast material(s), followed by contrast material(s) and further sequences"
72198,"Magnetic resonance angiography, pelvis, with or without contrast material(s)"
72200,"Radiologic examination, sacroiliac joints; less than 3 views"
72202,"Radiologic examination, sacroiliac joints; 3 or more views"
72220,"Radiologic examination, sacrum and coccyx, minimum of 2 views"
72240,"Myelography, cervical, radiological supervision and interpretation"
72241,DELETED CODE
72255,"Myelography, thoracic, radiological supervision and interpretation"
72256,DELETED CODE
72265,"Myelography, lumbosacral, radiological supervision and interpretation"
72266,DELETED CODE
72270,"Myelography, 2 or more regions (eg, lumbar/thoracic, cervical/thoracic, lumbar/cervical, lumbar/thoracic/cervical), radiological supervision and interpretation"
72271,DELETED CODE
72275,"Epidurography, radiological supervision and interpretation"
72285,"Discography, cervical or thoracic, radiological supervision and interpretation"
72286,DELETED CODE
72291,"Radiological supervision and interpretation, percutaneous vertebroplasty, vertebral augmentation, or sacral augmentation (sacroplasty), including cavity creation, per vertebral body or sacrum; under fluoroscopic guidance"
72292,"Radiological supervision and interpretation, percutaneous vertebroplasty, vertebral augmentation, or sacral augmentation (sacroplasty), including cavity creation, per vertebral body or sacrum; under CT guidance"
72295,"Discography, lumbar, radiological supervision and interpretation"
72296,DELETED CODE
73000,"Radiologic examination; clavicle, complete"
73010,"Radiologic examination; scapula, complete"
73020,"Radiologic examination, shoulder; 1 view"
73030,"Radiologic examination, shoulder; complete, minimum of 2 views"
73040,"Radiologic examination, shoulder, arthrography, radiological supervision and interpretation"
73041,DELETED CODE
73050,"Radiologic examination; acromioclavicular joints, bilateral, with or without weighted distraction"
73060,"Radiologic examination; humerus, minimum of 2 views"
73070,"Radiologic examination, elbow; 2 views"
73080,"Radiologic examination, elbow; complete, minimum of 3 views"
73085,"Radiologic examination, elbow, arthrography, radiological supervision and interpretation"
73086,DELETED CODE
73090,"Radiologic examination; forearm, 2 views"
73092,"Radiologic examination; upper extremity, infant, minimum of 2 views"
73100,"Radiologic examination, wrist; 2 views"
73110,"Radiologic examination, wrist; complete, minimum of 3 views"
73115,"Radiologic examination, wrist, arthrography, radiological supervision and interpretation"
73116,DELETED CODE
73120,"Radiologic examination, hand; 2 views"
73130,"Radiologic examination, hand; minimum of 3 views"
73140,"Radiologic examination, finger(s), minimum of 2 views"
73200,"Computed tomography, upper extremity; without contrast material"
73201,"Computed tomography, upper extremity; with contrast material(s)"
73202,"Computed tomography, upper extremity; without contrast material, followed by contrast material(s) and further sections"
73206,"Computed tomographic angiography, upper extremity, with contrast material(s), including noncontrast images, if performed, and image postprocessing"
73218,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s)"
73219,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)"
73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences"
73221,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s)"
73222,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; with contrast material(s)"
73223,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s), followed by contrast material(s) and further sequences"
73225,"Magnetic resonance angiography, upper extremity, with or without contrast material(s)"
73500,"Radiologic examination, hip, unilateral; 1 view"
73501,"Radiologic examination, hip, unilateral, with pelvis when performed; 1 view"
73502,"Radiologic examination, hip, unilateral, with pelvis when performed; 2-3 views"
73503,"Radiologic examination, hip, unilateral, with pelvis when performed; minimum of 4 views"
73510,"Radiologic examination, hip, unilateral; complete, minimum of 2 views"
73520,"Radiologic examination, hips, bilateral, minimum of 2 views of each hip, including anteroposterior view of pelvis"
73521,"Radiologic examination, hips, bilateral, with pelvis when performed; 2 views"
73522,"Radiologic examination, hips, bilateral, with pelvis when performed; 3-4 views"
73523,"Radiologic examination, hips, bilateral, with pelvis when performed; minimum of 5 views"
73525,"Radiologic examination, hip, arthrography, radiological supervision and interpretation"
73526,DELETED CODE
73530,"Radiologic examination, hip, during operative procedure"
73531,DELETED CODE
73540,"Radiologic examination, pelvis and hips, infant or child, minimum of 2 views"
73542,"Radiological examination, sacroiliac joint arthrography, radiological supervision and interpretation"
73550,"Radiologic examination, femur, 2 views"
73551,"Radiologic examination, femur; 1 view"
73552,"Radiologic examination, femur; minimum 2 views"
73560,"Radiologic examination, knee; 1 or 2 views"
73562,"Radiologic examination, knee; 3 views"
73564,"Radiologic examination, knee; complete, 4 or more views"
73565,"Radiologic examination, knee; both knees, standing, anteroposterior"
73570,DELETED CODE
73580,"Radiologic examination, knee, arthrography, radiological supervision and interpretation"
73581,DELETED CODE
73590,"Radiologic examination; tibia and fibula, 2 views"
73592,"Radiologic examination; lower extremity, infant, minimum of 2 views"
73600,"Radiologic examination, ankle; 2 views"
73610,"Radiologic examination, ankle; complete, minimum of 3 views"
73615,"Radiologic examination, ankle, arthrography, radiological supervision and interpretation"
73616,DELETED CODE
73620,"Radiologic examination, foot; 2 views"
73630,"Radiologic examination, foot; complete, minimum of 3 views"
73650,"Radiologic examination; calcaneus, minimum of 2 views"
73660,"Radiologic examination; toe(s), minimum of 2 views"
73700,"Computed tomography, lower extremity; without contrast material"
73701,"Computed tomography, lower extremity; with contrast material(s)"
73702,"Computed tomography, lower extremity; without contrast material, followed by contrast material(s) and further sections"
73706,"Computed tomographic angiography, lower extremity, with contrast material(s), including noncontrast images, if performed, and image postprocessing"
73718,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s)"
73719,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; with contrast material(s)"
73720,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s), followed by contrast material(s) and further sequences"
73721,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material"
73722,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; with contrast material(s)"
73723,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material(s), followed by contrast material(s) and further sequences"
73725,"Magnetic resonance angiography, lower extremity, with or without contrast material(s)"
74000,"Radiologic examination, abdomen; single anteroposterior view"
74010,"Radiologic examination, abdomen; anteroposterior and additional oblique and cone views"
74018,"Radiologic examination, abdomen; 1 view"
74019,"Radiologic examination, abdomen; 2 views"
74020,"Radiologic examination, abdomen; complete, including decubitus and/or erect views"
74021,"Radiologic examination, abdomen; 3 or more views"
74022,"Radiologic examination, abdomen; complete acute abdomen series, including supine, erect, and/or decubitus views, single view chest"
74150,"Computed tomography, abdomen; without contrast material"
74160,"Computed tomography, abdomen; with contrast material(s)"
74170,"Computed tomography, abdomen; without contrast material, followed by contrast material(s) and further sections"
74174,"Computed tomographic angiography, abdomen and pelvis, with contrast material(s), including noncontrast images, if performed, and image postprocessing"
74175,"Computed tomographic angiography, abdomen, with contrast material(s), including noncontrast images, if performed, and image postprocessing"
74176,"Computed tomography, abdomen and pelvis; without contrast material"
74177,"Computed tomography, abdomen and pelvis; with contrast material(s)"
74178,"Computed tomography, abdomen and pelvis; without contrast material in one or both body regions, followed by contrast material(s) and further sections in one or both body regions"
74181,"Magnetic resonance (eg, proton) imaging, abdomen; without contrast material(s)"
74182,"Magnetic resonance (eg, proton) imaging, abdomen; with contrast material(s)"
74183,"Magnetic resonance (eg, proton) imaging, abdomen; without contrast material(s), followed by with contrast material(s) and further sequences"
74185,"Magnetic resonance angiography, abdomen, with or without contrast material(s)"
74190,"Peritoneogram (eg, after injection of air or contrast), radiological supervision and interpretation"
74210,Radiologic examination; pharynx and/or cervical esophagus
74220,Radiologic examination; esophagus
74230,"Swallowing function, with cineradiography/videoradiography"
74235,"Removal of foreign body(s), esophageal, with use of balloon catheter, radiological supervision and interpretation"
74240,"Radiologic examination, gastrointestinal tract, upper; with or without delayed images, without KUB"
74241,"Radiologic examination, gastrointestinal tract, upper; with or without delayed images, with KUB"
74245,"Radiologic examination, gastrointestinal tract, upper; with small intestine, includes multiple serial images"
74246,"Radiological examination, gastrointestinal tract, upper, air contrast, with specific high density barium, effervescent agent, with or without glucagon; with or without delayed images, without KUB"
74247,"Radiological examination, gastrointestinal tract, upper, air contrast, with specific high density barium, effervescent agent, with or without glucagon; with or without delayed images, with KUB"
74249,"Radiological examination, gastrointestinal tract, upper, air contrast, with specific high density barium, effervescent agent, with or without glucagon; with small intestine follow-through"
74250,"Radiologic examination, small intestine, includes multiple serial images"
74251,"Radiologic examination, small intestine, includes multiple serial images; via enteroclysis tube"
74260,"Duodenography, hypotonic"
74261,"Computed tomographic (CT) colonography, diagnostic, including image postprocessing; without contrast material"
74262,"Computed tomographic (CT) colonography, diagnostic, including image postprocessing; with contrast material(s) including non-contrast images, if performed"
74263,"Computed tomographic (CT) colonography, screening, including image postprocessing"
74270,"Radiologic examination, colon; contrast (eg, barium) enema, with or without KUB"
74275,DELETED CODE
74280,"Radiologic examination, colon; air contrast with specific high density barium, with or without glucagon"
74283,"Therapeutic enema, contrast or air, for reduction of intussusception or other intraluminal obstruction (eg, meconium ileus)"
74285,DELETED CODE
74290,"Cholecystography, oral contrast"
74291,"Cholecystography, oral contrast; additional or repeat examination or multiple day examination"
74300,"Cholangiography and/or pancreatography; intraoperative, radiological supervision and interpretation"
74301,"Cholangiography and/or pancreatography; additional set intraoperative, radiological supervision and interpretation (List separately in addition to code for primary procedure)"
74305,"Cholangiography and/or pancreatography; through existing catheter, radiological supervision and interpretation"
74310,DELETED CODE
74315,DELETED CODE
74320,"Cholangiography, percutaneous, transhepatic, radiological supervision and interpretation"
74321,DELETED CODE
74325,DELETED CODE
74326,DELETED CODE
74327,"Postoperative biliary duct calculus removal, percutaneous via T-tube tract, basket, or snare (eg, Burhenne technique), radiological supervision and interpretation"
74328,"Endoscopic catheterization of the biliary ductal system, radiological supervision and interpretation"
74329,"Endoscopic catheterization of the pancreatic ductal system, radiological supervision and interpretation"
74330,"Combined endoscopic catheterization of the biliary and pancreatic ductal systems, radiological supervision and interpretation"
74331,DELETED CODE
74340,"Introduction of long gastrointestinal tube (eg, Miller-Abbott), including multiple fluoroscopies and images, radiological supervision and interpretation"
74350,"Percutaneous placement of gastrostomy tube, radiological supervision and interpretation"
74351,DELETED CODE
74355,"Percutaneous placement of enteroclysis tube, radiological supervision and interpretation"
74356,DELETED CODE
74360,"Intraluminal dilation of strictures and/or obstructions (eg, esophagus), radiological supervision and interpretation"
74361,DELETED CODE
74363,"Percutaneous transhepatic dilation of biliary duct stricture with or without placement of stent, radiological supervision and interpretation"
74400,"Urography (pyelography), intravenous, with or without KUB, with or without tomography"
74405,DELETED CODE
74410,"Urography, infusion, drip technique and/or bolus technique"
74415,"Urography, infusion, drip technique and/or bolus technique; with nephrotomography"
74420,"Urography, retrograde, with or without KUB"
74425,"Urography, antegrade (pyelostogram, nephrostogram, loopogram), radiological supervision and interpretation"
74426,DELETED CODE
74430,"Cystography, minimum of 3 views, radiological supervision and interpretation"
74431,DELETED CODE
74440,"Vasography, vesiculography, or epididymography, radiological supervision and interpretation"
74441,DELETED CODE
74445,"Corpora cavernosography, radiological supervision and interpretation"
74446,DELETED CODE
74450,"Urethrocystography, retrograde, radiological supervision and interpretation"
74451,DELETED CODE
74455,"Urethrocystography, voiding, radiological supervision and interpretation"
74456,DELETED CODE
74460,DELETED CODE
74461,DELETED CODE
74470,"Radiologic examination, renal cyst study, translumbar, contrast visualization, radiological supervision and interpretation"
74471,DELETED CODE
74475,"Introduction of intracatheter or catheter into renal pelvis for drainage and/or injection, percutaneous, radiological supervision and interpretation"
74476,DELETED CODE
74480,"Introduction of ureteral catheter or stent into ureter through renal pelvis for drainage and/or injection, percutaneous, radiological supervision and interpretation"
74481,DELETED CODE
74485,"Dilation of ureter(s) or urethra, radiological supervision and interpretation"
74486,DELETED CODE
74710,"Pelvimetry, with or without placental localization"
74712,"Magnetic resonance (eg, proton) imaging, fetal, including placental and maternal pelvic imaging when performed; single or first gestation"
74713,"Magnetic resonance (eg, proton) imaging, fetal, including placental and maternal pelvic imaging when performed; each additional gestation (List separately in addition to code for primary procedure)"
74720,DELETED CODE
74725,DELETED CODE
74730,DELETED CODE
74731,DELETED CODE
74740,"Hysterosalpingography, radiological supervision and interpretation"
74741,DELETED CODE
74742,"Transcervical catheterization of fallopian tube, radiological supervision and interpretation"
74760,DELETED CODE
74761,DELETED CODE
74770,DELETED CODE
74771,DELETED CODE
74775,"Perineogram (eg, vaginogram, for sex determination or extent of anomalies)"
75500,DELETED CODE
75501,DELETED CODE
75505,DELETED CODE
75506,DELETED CODE
75507,DELETED CODE
75509,DELETED CODE
75510,DELETED CODE
75511,DELETED CODE
75519,DELETED CODE
75520,DELETED CODE
75523,DELETED CODE
75524,DELETED CODE
75527,DELETED CODE
75528,DELETED CODE
75552,Cardiac magnetic resonance imaging for morphology; without contrast material
75553,Cardiac magnetic resonance imaging for morphology; with contrast material
75554,"Cardiac magnetic resonance imaging for function, with or without morphology; complete study"
75555,"Cardiac magnetic resonance imaging for function, with or without morphology; limited study"
75556,Cardiac magnetic resonance imaging for velocity flow mapping
75557,Cardiac magnetic resonance imaging for morphology and function without contrast material
75558,Cardiac magnetic resonance imaging for morphology and function without contrast material; with flow/velocity quantification
75559,Cardiac magnetic resonance imaging for morphology and function without contrast material; with stress imaging
75560,Cardiac magnetic resonance imaging for morphology and function without contrast material; with flow/velocity quantification and stress
75561,"Cardiac magnetic resonance imaging for morphology and function without contrast material(s), followed by contrast material(s) and further sequences"
75562,"Cardiac magnetic resonance imaging for morphology and function without contrast material(s), followed by contrast material(s) and further sequences; with flow/velocity quantification"
75563,"Cardiac magnetic resonance imaging for morphology and function without contrast material(s), followed by contrast material(s) and further sequences; with stress imaging"
75564,"Cardiac magnetic resonance imaging for morphology and function without contrast material(s), followed by contrast material(s) and further sequences; with flow/velocity quantification and stress"
75565,Cardiac magnetic resonance imaging for velocity flow mapping (List separately in addition to code for primary procedure)
75571,"Computed tomography, heart, without contrast material, with quantitative evaluation of coronary calcium"
75572,"Computed tomography, heart, with contrast material, for evaluation of cardiac structure and morphology (including 3D image postprocessing, assessment of cardiac function, and evaluation of venous structures, if performed)"
75573,"Computed tomography, heart, with contrast material, for evaluation of cardiac structure and morphology in the setting of congenital heart disease (including 3D image postprocessing, assessment of LV cardiac function, RV structure and function and evaluation of venous structures, if performed)"
75574,"Computed tomographic angiography, heart, coronary arteries and bypass grafts (when present), with contrast material, including 3D image postprocessing (including evaluation of cardiac structure and morphology, assessment of cardiac function, and evaluation of venous structures, if performed)"
75600,"Aortography, thoracic, without serialography, radiological supervision and interpretation"
75601,DELETED CODE
75605,"Aortography, thoracic, by serialography, radiological supervision and interpretation"
75606,DELETED CODE
75620,DELETED CODE
75621,DELETED CODE
75622,DELETED CODE
75623,DELETED CODE
75625,"Aortography, abdominal, by serialography, radiological supervision and interpretation"
75626,DELETED CODE
75627,DELETED CODE
75628,DELETED CODE
